candidate,loss,abs. diff. net power IO
[3 1 0 3],6957495.193019464,608.1000000000001
[3 1 1 0],1430471.9175862637,107.09999999999995
[3 1 1 1],2156294.253116198,174.09999999999994
[3 1 1 2],2882116.5886461325,241.09999999999994
[3 1 1 3],3607938.924176067,308.09999999999997
[3 1 2 0],1939907.5221877466,192.89999999999998
[3 1 2 1],1325569.254984345,125.89999999999996
[3 1 2 2],711233.4582053276,58.89999999999996
[3 1 2 3],258919.4017822837,8.10000000000009
[3 1 3 0],5268640.620100526,492.90000000000003
[3 1 3 1],4542818.2845705915,425.90000000000003
[3 1 3 2],3816995.949040658,358.90000000000003
[3 1 3 3],3091268.2453926182,291.9
[3 2 0 0],4790717.554146306,408.09999999999997
[3 2 0 1],5516539.889676241,475.09999999999997
[3 2 0 2],6242362.225206175,542.1
[3 2 0 3],6968184.56073611,609.1000000000001
[3 2 1 0],1441161.2853029105,108.09999999999995
[3 2 1 1],2166983.6208328446,175.09999999999994
[3 2 1 2],2892805.9563627793,242.09999999999994
[3 2 1 3],3618628.291892714,309.09999999999997
[3 2 2 0],1930594.7832817258,191.89999999999998
[3 2 2 1],1316256.6081109855,124.89999999999996
[3 2 2 2],701920.811331968,57.89999999999996
[3 2 2 3],269607.2524832684,9.10000000000009
[3 2 3 0],5257951.252383879,491.90000000000003
[3 2 3 1],4532128.916853946,424.90000000000003
[3 2 3 2],3806306.5813240116,357.90000000000003
[3 2 3 3],3080581.8257370396,290.9
[3 3 0 0],4801406.921862952,409.09999999999997
[3 3 0 1],5527229.257392887,476.09999999999997
[3 3 0 2],6253051.592922822,543.1
[3 3 0 3],6978873.928452757,610.1000000000001
[3 3 1 0],1451850.6530195572,109.09999999999995
[3 3 1 1],2177672.9885494914,176.09999999999994
[3 3 1 2],2903495.324079426,243.09999999999994
[3 3 1 3],3629317.65960936,310.09999999999997
[3 3 2 0],1921282.0443757048,190.89999999999998
[3 3 2 1],1306943.961237626,123.89999999999996
[3 3 2 2],692608.1644586085,56.89999999999996
[3 3 2 3],280295.10318425304,10.10000000000009
[3 3 3 0],5247261.884667233,490.90000000000003
[3 3 3 1],4521439.549137299,423.90000000000003
[3 3 3 2],3795617.213607365,356.90000000000003
[3 3 3 3],3069895.4060814604,289.9
